seller_id,seller_city,seller_state,total_items_sold,total_orders,total_revenue,total_freight,late_orders,avg_review_score,freight_share_ratio,late_delivery_ratio,on_time_delivery_ratio,seller_activity_tier,review_rating_tier,seller_trust_score,seller_risk_level
6a38087bc8ad4f89ff453561005f6dea,anapolis,go,22,15,1833.43,547.92,0,4.41,0.2301,0.0,1.0,High Volume,Excellent,94.1,Low Risk
4e5725ba188db8252977a4f0227bd462,ribeirao preto,sp,25,22,1930.59,382.61,5,3.44,0.1654,0.2273,0.7727,High Volume,Fair,73.04,Moderate Risk
e4f121bf6ef8b9a1d4d3e65dd0473fab,sao jose do rio preto,sp,2,2,70.0,36.46,1,3.0,0.3425,0.5,0.5,Low Volume,Fair,55.0,High Risk
eebb3372362aa9a46975164bed19a7e7,sao paulo,sp,8,7,591.92,119.4,2,2.29,0.1679,0.2857,0.7143,Mid Volume,Poor,58.62,High Risk
2ec6e37d992a95eaddb3369dcbcc76d9,porto alegre,rs,2,2,159.8,24.14,0,1.5,0.1312,0.0,1.0,Low Volume,Poor,65.0,Moderate Risk
f84a00e60c73a49e7e851c9bdca3a5bb,rio de janeiro,rj,99,90,5949.9400000000005,2001.82,9,3.67,0.2517,0.1,0.9,High Volume,Good,81.7,Low Risk
e5a38146df062edaf55c38afa99e42dc,sao paulo,sp,125,121,15360.07,1894.52,9,3.94,0.1098,0.0744,0.9256,High Volume,Good,85.68,Low Risk
80cfd480be3eb6d6267139f5cb793555,sao paulo,sp,1,1,99.9,26.44,0,4.0,0.2093,0.0,1.0,Low Volume,Good,90.0,Low Risk
62c50c1af4dfdc4149d25c5222043d39,sao paulo,sp,19,14,2785.7200000000003,310.31,0,3.26,0.1002,0.0,1.0,High Volume,Fair,82.6,Low Risk
4de6e4ba574aa9dfdc824bc44dc47fdd,colombo,pr,14,14,451.1,253.32,1,4.07,0.3596,0.0714,0.9286,High Volume,Good,87.13,Low Risk
6548c2550b6e2d8f18053216e1c7b6f3,diadema,sp,5,3,217.7,69.85000000000001,0,5.0,0.2429,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
f45122a9ab94eb4f3f8953578bc0c560,piracicaba,sp,200,187,22078.29,3325.84,13,3.91,0.1309,0.0695,0.9305,High Volume,Good,85.62,Low Risk
7901646fdd36a55f564ffaf2dbccaaf7,rio de janeiro,rj,27,22,11857.08,621.75,2,4.44,0.0498,0.0909,0.9091,High Volume,Excellent,89.86,Low Risk
6481e96574816ead57975da2c0f6d80d,sorocaba,sp,43,32,3324.9,1015.96,1,4.14,0.234,0.0312,0.9688,High Volume,Good,89.84,Low Risk
e8dba4d70f7f2b20e775d09cae01142d,santa barbara d oeste,sp,9,9,855.91,176.48,1,4.33,0.1709,0.1111,0.8889,Mid Volume,Excellent,87.74,Low Risk
13e85aac53340018b40c2af68001b7e0,pedreira,sp,1,1,17.8,14.12,0,5.0,0.4424,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
b6dc74ed30f124f95227bed4e43a3bed,arapongas,pr,13,11,518.9599999999999,228.63,1,3.85,0.3058,0.0909,0.9091,Mid Volume,Good,83.96,Low Risk
48436dade18ac8b2bce089ec2a041202,volta redonda,sp,151,138,12271.710000000001,2911.93,10,4.05,0.1918,0.0725,0.9275,High Volume,Good,86.88,Low Risk
f5f2ab9bdb6b30c14c61be68c5ed37da,porto ferreira,sp,18,18,2134.6800000000003,339.87,1,4.28,0.1373,0.0556,0.9444,High Volume,Excellent,90.02,Low Risk
8ed8ea9a57c862f2c18c2fe41f601d56,blumenau,sc,19,19,3831.9,731.0699999999999,0,4.47,0.1602,0.0,1.0,High Volume,Excellent,94.7,Low Risk
c76d418370990614e89e956c7a7567d9,taboao da serra,sp,2,2,305.24,64.53,0,3.5,0.1745,0.0,1.0,Low Volume,Fair,85.0,Low Risk
ceb7b4fb9401cd378de7886317ad1b47,04482255,rj,1,1,399.9,16.55,0,3.0,0.0397,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
ea846a0e7ad98a741783e886d89dfa44,aracatuba,sp,3,2,137.0,55.26,0,5.0,0.2874,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
2c54051840f19eca309a5423cf22df36,curitiba,pr,2,2,23.7,28.57,0,4.5,0.5466,0.0,1.0,Low Volume,Excellent,95.0,Low Risk
ee27a8f15b1dded4d213a468ba4eb391,goiania,go,1,1,6499.0,227.66,0,5.0,0.0338,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
69b5eaa096c3f9d1e5c398c597f567d6,birigui,sp,2,2,938.0,49.02,0,5.0,0.0497,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
5b92bfa4120daa27c574daa2e386c693,sorocaba,sp,1,1,14.0,10.96,0,3.0,0.4391,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
1554a68530182680ad5c8b042c3ab563,monte siao,mg,269,247,29052.53,6798.26,16,4.24,0.1896,0.0648,0.9352,High Volume,Excellent,89.16,Low Risk
fc38b5dceee1a730fad8853453437fbd,campinas,sp,5,5,119.2,58.81,0,4.6,0.3304,0.0,1.0,Mid Volume,Excellent,96.0,Low Risk
152ee17e4c8aaf53dac99f3462e4999b,garuva,sc,6,6,308.96000000000004,95.97,0,4.33,0.237,0.0,1.0,Mid Volume,Excellent,93.3,Low Risk
fac35d150712afb921ec59ac5f39bb11,bonfinopolis de minas,mg,6,5,696.0,104.64,0,4.17,0.1307,0.0,1.0,Mid Volume,Good,91.7,Low Risk
04aa0a1c5ce6b222003403a3e11c3cc0,cosmopolis,sp,17,11,5518.0,821.51,2,3.53,0.1296,0.1818,0.8182,Mid Volume,Good,76.21,Moderate Risk
ede0c03645598cdfc63ca8237acbe73d,ribeirao preto,sp,50,46,2518.37,751.5,15,3.62,0.2298,0.3261,0.6739,High Volume,Good,69.9,Moderate Risk
1e47defeeadeca0e9a18fa5a9311e735,catanduva,sp,3,3,234.12,57.5,0,5.0,0.1972,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
a7b7354cc588f7566a848bcbb1ce3d96,sao paulo,sp,2,2,79.8,25.07,0,4.0,0.2391,0.0,1.0,Low Volume,Good,90.0,Low Risk
ef0ace09169ac090589d85746e3e036f,sao goncalo,rj,140,129,16223.300000000001,2315.65,10,4.34,0.1249,0.0775,0.9225,High Volume,Excellent,89.52,Low Risk
a7dc4098e4da6e41b426269d12ae7e91,sao paulo,sp,3,2,518.0,36.45,0,3.67,0.0657,0.0,1.0,Low Volume,Good,86.7,Low Risk
918717417d88a9f9ae9735567e6c7682,sao paulo,sp,4,4,345.70000000000005,43.52,0,5.0,0.1118,0.0,1.0,Mid Volume,Excellent,100.0,Low Risk
26f6b7ab07be3e9e69ce82a6552efc19,rio de janeiro,rj,2,2,54.8,25.95,1,3.0,0.3214,0.5,0.5,Low Volume,Fair,55.0,High Risk
cad9969167c09b48ae6f1d123f7fa68d,pocos de caldas,mg,2,2,43.2,26.98,0,3.0,0.3844,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
7c4adcc13272c0e26fa23aac642adb7b,sao goncalo,rj,2,2,135.0,30.630000000000003,1,3.0,0.1849,0.5,0.5,Low Volume,Fair,55.0,High Risk
f19516b9ff26bfeb091b30108db4ddbd,artur nogueira,sp,5,5,727.6,141.84,0,2.6,0.1631,0.0,1.0,Mid Volume,Fair,76.0,Moderate Risk
ed8cb7b190ceb6067227478e48cf8dde,santos,sp,17,15,573.5,242.71,1,3.18,0.2974,0.0667,0.9333,High Volume,Fair,78.46,Moderate Risk
97e50a621f8e801f4baf69e08687c192,sao paulo,sp,1,1,89.9,7.88,0,5.0,0.0806,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
562f8cfc51f265411f487d07e9c40e7f,belo horizonte,mg,13,13,766.9200000000001,199.32999999999998,1,4.54,0.2063,0.0769,0.9231,Mid Volume,Excellent,91.56,Low Risk
a21c11ec5c3f03e7cc9f9203bff9e1c6,santana de parnaiba,sp,4,3,385.0,90.88,0,3.0,0.191,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
97e4a63591ca439a2b8b7efd20e6e19e,rio de janeiro,rj,5,5,349.95,78.55,0,4.4,0.1833,0.0,1.0,Mid Volume,Excellent,94.0,Low Risk
07017df32dc5f2f1d2801e579548d620,joao pessoa,pb,9,8,946.49,181.75,0,4.11,0.1611,0.0,1.0,Mid Volume,Good,91.1,Low Risk
52092ddbd3a58c450a4459bf051b2287,dois corregos,sp,6,6,351.7,75.35,0,4.33,0.1764,0.0,1.0,Mid Volume,Excellent,93.3,Low Risk
1a8e2d9c38b84a9702ac7922924b0573,araquari,sc,1,1,80.0,17.0,0,5.0,0.1753,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
f1198c871e0171278b63f40d112caeec,sao paulo,sp,2,2,475.8,82.27,0,4.5,0.1474,0.0,1.0,Low Volume,Excellent,95.0,Low Risk
87142160b41353c4e5fca2360caf6f92,porto alegre,rs,339,305,31095.98,7218.33,14,4.36,0.1884,0.0459,0.9541,High Volume,Excellent,91.3,Low Risk
a0e19590a0923cdd0614ea9427713ced,sao jose dos pinhais,pr,7,2,258.3,139.12,0,1.0,0.3501,0.0,1.0,Low Volume,Poor,60.0,High Risk
289cdb325fb7e7f891c38608bf9e0962,belo horizonte,sp,126,110,13544.95,2094.34,2,4.58,0.1339,0.0182,0.9818,High Volume,Excellent,94.89,Low Risk
11305281b50fff20ae8bb473f8e11876,uba,mg,40,35,6528.7,1444.51,5,4.35,0.1812,0.1429,0.8571,High Volume,Excellent,86.35,Low Risk
723a46b89fd5c3ed78ccdf039e33ac63,novo hamburgo rio grande do sul brasil,rs,1,1,66.64,23.4,0,4.0,0.2599,0.0,1.0,Low Volume,Good,90.0,Low Risk
d9b00a97818674c7f8d8b1ef0e689679,ponta grossa,pr,1,1,69.9,9.18,0,3.0,0.1161,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
9d681c7e12db302cb261e721040dde65,curitiba,pr,14,13,785.6,273.08,0,4.93,0.2579,0.0,1.0,Mid Volume,Excellent,99.3,Low Risk
c7bb64409aa480bb7d0335faaaf3d242,joinville,sc,4,4,97.6,67.56,0,2.25,0.4091,0.0,1.0,Mid Volume,Poor,72.5,Moderate Risk
bb7ad8a45c027be8ab075b8e465f8ca0,floranopolis,sc,2,2,19.98,32.64,0,5.0,0.6203,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
8a207b6080964f3c1fc9d35bd6096ba4,jaci,sp,3,2,553.7,176.34,1,5.0,0.2415,0.5,0.5,Low Volume,Excellent,75.0,Moderate Risk
fa1c13f2614d7b5c4749cbc52fecda94,sumare,sp,586,585,194042.03,10042.7,53,4.34,0.0492,0.0906,0.9094,High Volume,Excellent,88.87,Low Risk
bf100ecb7997df312b285358fb32f92c,sao jose dos pinhais,pr,21,20,1991.9,345.11,0,4.37,0.1477,0.0,1.0,High Volume,Excellent,93.7,Low Risk
3504c0cb71d7fa48d967e0e4c94d59d9,maua,sp,53,53,2349.94,687.37,0,4.42,0.2263,0.0,1.0,High Volume,Excellent,94.2,Low Risk
164a5a8794e6d42e14f55e447b12a3bc,guaira,pr,1,1,73.99,62.77,0,5.0,0.459,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
de09d00cfc265b8804c7df34075a68fa,sao paulo,sp,3,3,784.0,43.97,0,3.33,0.0531,0.0,1.0,Low Volume,Fair,83.3,Low Risk
638cba8be1fb599bbb76fd6948351eb3,sao jose dos campos,sp,26,17,598.1999999999999,315.67,0,4.62,0.3454,0.0,1.0,High Volume,Excellent,96.2,Low Risk
2f73e04d12cdf0c945ded66bb3fcf6c7,cachoeiro de itapemirim,es,3,3,1359.0,101.85,0,3.33,0.0697,0.0,1.0,Low Volume,Fair,83.3,Low Risk
fbc14c0cf93505ef89f64665ffa4a7b5,serrana,sp,18,18,12227.82,531.11,1,4.18,0.0416,0.0556,0.9444,High Volume,Good,89.02,Low Risk
c3ee2331a724e6fc02c4b698b57a73f3,sao paulo,sp,3,2,1347.0,140.88,0,3.0,0.0947,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
e9874ae10b2d60d43917b6bbfa13a599,rolandia,pr,1,1,199.0,23.1,0,5.0,0.104,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
df47da4ae86fa4db890d05aaf24e21d8,sao paulo,sp,5,5,310.5,77.18,0,4.2,0.1991,0.0,1.0,Mid Volume,Good,92.0,Low Risk
ddd51ae8cda92f3995a51fc0f0f3eec7,rio de janeiro,rj,25,8,842.6999999999999,276.92,0,4.6,0.2473,0.0,1.0,Mid Volume,Excellent,96.0,Low Risk
e644cbadf7eeb30d0d29f335ce7d52ec,sao paulo,sp,10,8,878.9,184.69,0,3.7,0.1736,0.0,1.0,Mid Volume,Good,87.0,Low Risk
2bdb95a56a36ebbc6640337ac5eac174,sao paulo,sp,1,1,89.9,18.0,0,5.0,0.1668,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
34d1ca11b242c0fee2c834ae8d788566,congonhas,mg,41,40,13422.24,982.04,0,4.3,0.0682,0.0,1.0,High Volume,Excellent,93.0,Low Risk
324583d68897f5ddbaf38f6248322176,sao jose do rio preto,sp,3,2,84.0,43.989999999999995,2,1.0,0.3437,1.0,0.0,Low Volume,Poor,10.0,High Risk
96493fab2fbb13a14d0c0e8772eef5c3,sao paulo,sp,64,63,18969.0,1212.23,4,4.03,0.0601,0.0635,0.9365,High Volume,Good,87.12,Low Risk
d4ffeb15b67e81ff9af2b4252d99fb7e,atibaia,sp,12,11,1400.4,324.40999999999997,0,4.3,0.1881,0.0,1.0,Mid Volume,Excellent,93.0,Low Risk
b5d034ac251546e25afe9067f05c1539,itapecerica da serra,sp,1,1,69.9,15.37,0,5.0,0.1803,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
8a1ff5c35f6595a73fef4c7b96e4908a,sao  jose dos pinhais,pr,2,2,1598.0,284.79999999999995,0,5.0,0.1513,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
a150c540f572d0fb53992264bc5c10b5,sorocaba,sp,1,1,119.9,15.59,0,4.0,0.1151,0.0,1.0,Low Volume,Good,90.0,Low Risk
7c1fea10b5b006671d608b1d7c446ec4,boituva,sp,14,14,423.59999999999997,224.15,1,4.0,0.346,0.0714,0.9286,High Volume,Good,86.43,Low Risk
b6e1504972665f739dec4facb9943775,piracicaba,sp,14,14,1484.48,225.89,1,4.36,0.1321,0.0714,0.9286,High Volume,Excellent,90.03,Low Risk
f76a3b1349b6df1ee875d1f3fa4340f0,sao paulo,sp,24,24,4160.79,588.19,7,3.46,0.1239,0.2917,0.7083,High Volume,Fair,70.01,Moderate Risk
99eaacc9e6046db1c82b163c5f84869f,franca,sp,70,66,13139.17,1135.35,7,3.9,0.0795,0.1061,0.8939,High Volume,Good,83.7,Low Risk
8603f0038fe0e52fedd3382d266723de,garopaba,sc,10,10,2355.0,490.12,0,4.4,0.1723,0.0,1.0,Mid Volume,Excellent,94.0,Low Risk
d98eec89afa3380e14463da2aabaea72,porto alegre,rs,183,168,6968.53,3256.7799999999997,4,4.29,0.3185,0.0238,0.9762,High Volume,Excellent,91.71,Low Risk
ab75b89cc49c9ab3160d0c91565a442a,tupa,sp,2,2,37.98,15.85,0,1.5,0.2944,0.0,1.0,Low Volume,Poor,65.0,Moderate Risk
08084d990eb3f53af056ccbc1730c8a7,sao paulo,sp,12,12,372.5,234.29,0,4.45,0.3861,0.0,1.0,Mid Volume,Excellent,94.5,Low Risk
d85efbc8eff2b7adf524e2820569adc8,sao paulo,sp,1,1,55.0,8.29,0,5.0,0.131,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
23613d49c3ac2bd302259e55c06c050c,porto ferreira,sp,80,70,4293.0,2167.7599999999998,7,3.66,0.3355,0.1,0.9,High Volume,Good,81.6,Low Risk
87d3c3aeb3ead335511b3ce315eb341e,sao paulo,sp,15,15,749.3499999999999,213.71,1,3.5,0.2219,0.0667,0.9333,High Volume,Fair,81.66,Low Risk
93b9a99027bd8bd6af682aff18dd19bf,mairipora,sp,21,20,1953.0,467.11,0,4.1,0.193,0.0,1.0,High Volume,Good,91.0,Low Risk
0bf0150d5b9d60d9cd2906003332f085,sao paulo,sp,62,39,5774.6,1097.74,9,3.71,0.1597,0.2308,0.7692,High Volume,Good,75.56,Moderate Risk
7ecef8194babfec876ca720714327841,campinas,sp,8,7,990.5,123.76,0,4.25,0.1111,0.0,1.0,Mid Volume,Excellent,92.5,Low Risk
87b4428a334b8f676fd9a7f3bf544fb5,guaimbe,sp,1,1,29.99,18.99,0,5.0,0.3877,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
30829ded4523ab9224b93bc49a62c95f,parai,rs,31,18,6911.71,638.0,1,3.58,0.0845,0.0556,0.9444,High Volume,Good,83.02,Low Risk
dcb7367a92f5ffb89f1e2152ed260285,osvaldo cruz,sp,1,1,79.9,18.44,0,5.0,0.1875,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
513a54369b6a8a6602fcb0e129c6d78d,sao bernardo do campo,sp,2,2,47.8,14.86,0,4.5,0.2372,0.0,1.0,Low Volume,Excellent,95.0,Low Risk
5075aaa8404020ae6aa8bf4792099b41,pocos de caldas,mg,23,13,1822.8,447.72,0,3.88,0.1972,0.0,1.0,Mid Volume,Good,88.8,Low Risk
d354c38a7182125a748cb10474fe963b,aperibe,rj,20,18,1610.33,315.85,1,4.32,0.164,0.0556,0.9444,High Volume,Excellent,90.42,Low Risk
4be9ae93c4fc0f41713d71a4194ee1b3,divinopolis,mg,1,1,109.9,27.07,0,5.0,0.1976,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
e0487761face83d64fcada2408959a36,sao paulo,sp,2,2,49.25,14.870000000000001,0,4.5,0.2319,0.0,1.0,Low Volume,Excellent,95.0,Low Risk
9996ae921c50e8dff411ac69c0b4bb8b,tupa,sp,3,2,29.700000000000003,43.67,0,2.33,0.5952,0.0,1.0,Low Volume,Poor,73.3,Moderate Risk
c3cfdc648177fdbbbb35635a37472c53,curitiba,pr,307,278,43048.18,6079.63,4,4.45,0.1238,0.0144,0.9856,High Volume,Excellent,93.78,Low Risk
c8cc60ffd415254af5d9b9f34f32c369,sorocaba,sp,9,8,722.2,194.03,0,4.67,0.2118,0.0,1.0,Mid Volume,Excellent,96.7,Low Risk
1ce3ae5a399804d1a87e706f8a813c3e,jaguaruna,sc,44,40,2563.0,853.69,3,3.73,0.2499,0.075,0.925,High Volume,Good,83.55,Low Risk
5f26c1408a65b42a7224cd463bdf3292,arapongas,pr,10,10,1139.8,217.29,0,4.8,0.1601,0.0,1.0,Mid Volume,Excellent,98.0,Low Risk
e59e575a175fadcadf8479e191770425,nova iguacu,rj,1,1,199.9,50.98,0,5.0,0.2032,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
2138ccb85b11a4ec1e37afbd1c8eda1f,sao paulo,sp,429,396,12357.03,6069.22,19,3.9,0.3294,0.048,0.952,High Volume,Good,86.6,Low Risk
83d458c0d6d4f94295d63f091460bd60,vila velha,sp,1,1,89.9,15.84,0,5.0,0.1498,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
ef30892870c278497523264be1be2241,araraquara,sp,9,9,783.2,109.33999999999999,0,4.56,0.1225,0.0,1.0,Mid Volume,Excellent,95.6,Low Risk
d5b9a084373da994a6e37f732169a853,santo andre,sp,7,7,1769.0,176.29000000000002,1,3.57,0.0906,0.1429,0.8571,Mid Volume,Good,78.55,Moderate Risk
e9c2dc0dd4ac38448289be644ac94f42,joinville,sc,3,3,118.39,56.22,0,5.0,0.322,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
fe87f472055fbcf1d7e691c00b1560dc,campinas,sp,6,6,1085.8,130.16,1,4.5,0.107,0.1667,0.8333,Mid Volume,Excellent,86.66,Low Risk
5a32c398a06c345440bf2a683b017ad3,rio de janeiro,rj,2,2,79.8,23.17,0,3.0,0.225,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
f46490624488d3ff7ce78613913a7711,guarulhos,sp,91,83,5802.85,1747.82,9,3.46,0.2315,0.1084,0.8916,High Volume,Fair,79.18,Moderate Risk
4d0041cdbe51b4617d95c70b19decc74,juiz de fora,mg,8,8,5235.200000000001,230.29,0,4.5,0.0421,0.0,1.0,Mid Volume,Excellent,95.0,Low Risk
db46ca7bce82b11f7e247539271fc390,rio de janeiro,rj,16,16,933.97,215.89,0,4.56,0.1878,0.0,1.0,High Volume,Excellent,95.6,Low Risk
ad420dd0c4f92f8af951ac24b86d0cf5,fronteira,mg,46,42,4705.29,913.11,3,4.16,0.1625,0.0714,0.9286,High Volume,Good,88.03,Low Risk
e8b4225284fbb02d16f200513f1f395d,novo horizonte,sp,31,31,5788.52,1297.6100000000001,3,4.19,0.1831,0.0968,0.9032,High Volume,Good,87.06,Low Risk
f61c63d13f7cd800549d5acdd390ae72,pilar do sul,sp,26,26,3072.3,429.39,2,4.0,0.1226,0.0769,0.9231,High Volume,Good,86.16,Low Risk
054694fa03fe82cec4b7551487331d74,itajobi,sp,22,21,9983.1,720.65,6,3.36,0.0673,0.2857,0.7143,High Volume,Fair,69.32,Moderate Risk
dc50afafdfa325eadc890c7fa42a8f4e,maringa,pr,4,4,424.2,57.28,0,4.75,0.119,0.0,1.0,Mid Volume,Excellent,97.5,Low Risk
376d67b61dce0c990155286e7ae486a4,sao paulo,sp,1,1,94.0,17.91,0,4.0,0.16,0.0,1.0,Low Volume,Good,90.0,Low Risk
7994b065a7ffb14e71c6312cf87b9de2,cariacica  es,es,7,5,453.0,144.34,0,5.0,0.2416,0.0,1.0,Mid Volume,Excellent,100.0,Low Risk
a9415cf907dfa12f9ed18693244f5329,prados,mg,2,1,210.0,175.42,0,5.0,0.4551,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
b7d5b4b87af9d42b601865d3f3810bff,florianopolis,sc,2,2,1049.0,41.019999999999996,0,2.0,0.0376,0.0,1.0,Low Volume,Poor,70.0,Moderate Risk
7315baebc0572ff220d226283dc66728,sao carlos,sp,2,2,49.849999999999994,26.369999999999997,0,4.0,0.346,0.0,1.0,Low Volume,Good,90.0,Low Risk
4125d9385a25e82d2f72d3a0fd55bc3f,santos,sp,1,1,42.9,18.4,0,5.0,0.3002,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
c8b0e2b0a7095e5d8219575d5e7e1181,itaquaquecetuba,sp,85,84,12170.210000000001,1487.1299999999999,6,4.05,0.1089,0.0714,0.9286,High Volume,Good,86.93,Low Risk
38102b031c2a15e54623d711bfc753d3,mucambo,ce,11,9,457.0,352.41,0,3.64,0.4354,0.0,1.0,Mid Volume,Good,86.4,Low Risk
160e4f13fd3a64b1b86807be88b5ffb0,colombo,pr,4,4,886.0,94.45,0,4.25,0.0963,0.0,1.0,Mid Volume,Excellent,92.5,Low Risk
8ccf3cf69651cc1d8a02c8bfaf3b8568,rio claro,sp,2,2,250.0,38.629999999999995,1,3.5,0.1338,0.5,0.5,Low Volume,Fair,60.0,High Risk
391fc6631aebcf3004804e51b40bcf1e,ibitinga,sp,613,526,39951.95,10190.88,48,3.96,0.2032,0.0913,0.9087,High Volume,Good,85.04,Low Risk
33cbbec1e7e1044aaf11d152172c776f,bento goncalves,rs,16,15,730.67,398.83,0,4.69,0.3531,0.0,1.0,High Volume,Excellent,96.9,Low Risk
da03c298e3999e9d828591fc2179d109,sao paulo,sp,5,4,787.7,54.78,0,4.8,0.065,0.0,1.0,Mid Volume,Excellent,98.0,Low Risk
49383af7ab774e4e8f3000f49c83dc4b,taubate,sp,12,8,660.0,242.23,0,4.58,0.2685,0.0,1.0,Mid Volume,Excellent,95.8,Low Risk
8a2d12a90e92f012ce5226fc6592b653,curitiba,pr,18,18,1594.6499999999999,338.97,0,4.59,0.1753,0.0,1.0,High Volume,Excellent,95.9,Low Risk
52956b80ae65fda598f06f6b9943e7a9,maringa,pr,3,3,792.0,66.85,1,4.0,0.0778,0.3333,0.6667,Low Volume,Good,73.34,Moderate Risk
762ed976527cddf02787edba70fffa2a,londrina,pr,4,3,179.8,60.31999999999999,0,2.25,0.2512,0.0,1.0,Low Volume,Poor,72.5,Moderate Risk
7994081388d55b9cf976c050653dd359,sao paulo,sp,6,2,1020.0,89.65,0,1.67,0.0808,0.0,1.0,Low Volume,Poor,66.7,Moderate Risk
585175ec331ea177fa47199e39a6170a,montes claros,mg,1,1,3549.0,53.47,0,5.0,0.0148,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
e59aa562b9f8076dd550fcddf0e73491,curitiba,pr,84,70,31574.3,2229.67,6,4.25,0.066,0.0857,0.9143,High Volume,Excellent,88.22,Low Risk
e84ad2127668df3aafc6b73531a0beb8,sao paulo,sp,23,19,987.0,286.73,1,4.39,0.2251,0.0526,0.9474,High Volume,Excellent,91.27,Low Risk
1a6245add4353f18ed55138808906979,sao bernardo do campo,sp,1,1,30.0,9.34,0,3.0,0.2374,0.0,1.0,Low Volume,Fair,80.0,Moderate Risk
e9779976487b77c6d4ac45f75ec7afe9,praia grande,sp,750,657,43162.95,10139.71,46,4.17,0.1902,0.07,0.93,High Volume,Good,88.2,Low Risk
6b90f847357d8981edd79a1eb1bf0acb,guarulhos,sp,47,45,3322.08,737.65,0,4.36,0.1817,0.0,1.0,High Volume,Excellent,93.6,Low Risk
48328ec9a579151d9cc6a86d4a59336c,canoas,rs,1,1,1099.0,97.78,0,2.0,0.0817,0.0,1.0,Low Volume,Poor,70.0,Moderate Risk
73a63f72308aa20a46f4b1632018f196,curitiba,pr,41,29,9606.8,1178.99,0,4.05,0.1093,0.0,1.0,High Volume,Good,90.5,Low Risk
f62d7bb4a613ec758a03342d46b580b2,vicosa,mg,32,32,24665.0,2125.59,3,4.38,0.0793,0.0938,0.9062,High Volume,Excellent,89.11,Low Risk
252e76235acb79183cfca6e34f13337d,campinas,sp,4,3,261.2,60.57,0,3.75,0.1882,0.0,1.0,Low Volume,Good,87.5,Low Risk
7c5b05cbdb5542049f38d90d7815b97d,sao paulo,sp,24,22,1038.96,306.5,1,4.42,0.2278,0.0455,0.9545,High Volume,Excellent,91.93,Low Risk
db4350fd57ae30082dec7acbaacc17f9,sao paulo,sp,146,137,3331.31,2090.33,6,4.12,0.3856,0.0438,0.9562,High Volume,Good,89.01,Low Risk
845e8036c3f7bf62099352f5ed910240,rio de janeiro,rj,24,21,1584.6000000000001,460.64,0,3.83,0.2252,0.0,1.0,High Volume,Good,88.3,Low Risk
712efd3b68f9686dc856b84abd0f21ae,curitiba,pr,1,1,139.0,17.16,0,4.0,0.1099,0.0,1.0,Low Volume,Good,90.0,Low Risk
3364a91ec4d56c98e44174de954b94f6,porto velho,ro,6,6,3579.94,273.91,0,3.83,0.0711,0.0,1.0,Mid Volume,Good,88.3,Low Risk
b00af24704019bd2e1b335e70ad11f7c,salvador,ba,1,1,189.0,18.25,0,5.0,0.0881,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
4324dd16853115efb0fd9d0d131ba6f4,sao jose do rio pardo,sp,18,12,1052.25,327.22,1,4.28,0.2372,0.0833,0.9167,Mid Volume,Excellent,88.64,Low Risk
0a198e95d32b1be2da9424c962a6ebfa,contagem,mg,1,1,69.99,16.68,0,5.0,0.1925,0.0,1.0,Low Volume,Excellent,100.0,Low Risk
d1a1b40ec554c593a1a99366746289dd,pato branco,pr,1,1,49.7,14.52,0,2.0,0.2261,0.0,1.0,Low Volume,Poor,70.0,Moderate Risk
55a5b51f93f2b70ea513f5a047b0262a,sao joao del rei,mg,41,39,4002.3,847.08,1,4.49,0.1747,0.0256,0.9744,High Volume,Excellent,93.62,Low Risk
6426d21aca402a131fc0a5d0960a3c90,ribeirao preto,sp,23,23,1209.64,384.18,0,4.17,0.241,0.0,1.0,High Volume,Good,91.7,Low Risk
